Gráfica del diodo
12/11/2025
2:50 p. m.
Corriente mA        Voltaje V
0.0	0.0
0.0	0.0
0.0	0.0
0.029304028	0.009670329
0.0	0.025787546
0.03907204	0.028205128
0.1074481	0.04835165
0.15140414	0.049963368
0.0	0.07010989
0.0024419842	0.07575091
0.090354088	0.086227108
0.07814409	0.10153846
0.036630036	0.11684982
0.04395608	0.10637363
0.07570208	0.13619048
0.0	0.12813186
0.03174602	0.15472527
0.15140416	0.16600732
0.11477416	0.1934066
0.065934024	0.20307692
0.25396828	0.21032966
-0.024420022	0.1934066
0.07570206	0.23128204
0.0024420292	0.22886448
0.18803408	0.2707692
0.13919424	0.25787548
0.017093978	0.2715751
0.11233218	0.30622712
0.119658224	0.31025642
0.065934024	0.31186812
0.019536054	0.30380952
0.15384619	0.35216116
0.1221002	0.361025668
0.188034132	0.376337
-0.031745884	0.35296704
0.0683761	0.370695968
0.097680088	0.360219768
0.19291828	0.42549452
0.122100116	0.43999996
0.22222228	0.45128204
0.19536026	0.46014652
0.056165996	0.47223444
0.07326007	0.448864436
0.07326007	0.498022
0.10500613	0.5117216
0.11233208	0.50285716
0.12942626	0.52380956
0.08302819	0.5407326
0.019536234	0.532674
0.14896212	0.55201464
0.18803424	0.5753846
0.18315026	0.59472524
0.16605618	0.60761904
0.124542092	0.6213187
0.105006224	0.5882784
0.17582412	0.6334066
0.15140412	0.65838824
0.11965813	0.65032964
0.13431004	0.6761172
0.15628825	0.685787568
0.122100116	0.7019048
0.21245424	0.7019048
0.03418814	0.67772892
0.012210102	0.7091575
0.031745974	0.7268864
0.16117222	0.7607326
0.12454228	0.781685
0.18559206	0.7953846
0.1807081	0.8018315
0.10256405	0.8034432
0.11233218	0.810696
0.14652014	0.8526007
0.1367522	0.8534066
0.10012207	0.838095236
0.12942626	0.86630032
0.09523828	0.8912821
0.04395626	0.8783883
0.08791216	0.917069536
0.029303812	0.88805852
0.046398064	0.92029304
0.122100116	0.9396337
0.13919419	0.96703292
0.13431022	0.96945052
0.02197804	0.9742857
0.18803424	0.99846152
0.095238104	0.9678388
0.15628843	1.0331136
0.13675202	1.0306959
0.1221003	1.0315019
0.031746156	1.0210256
0.04395608	1.0589011
0.21978038	1.0911355
0.15628772	1.0846886
0.10744839	1.1136997
0.14652014	1.1257876
0.15628807	1.1217582
0.078144216	1.1241758
0.114773976	1.1596336
0.124541916	1.1652746
0.19047656	1.1902565
