Gráfica del diodo
12/11/2025
2:44 p. m.
Corriente mA        Voltaje V
0.0	0.0
0.0	0.0
0.0	0.0
0.0024420026	0.0008058608
0.08547008	0.028205128
0.021978016	0.038681316
0.11233212	0.04029304
0.090354088	0.066080584
0.07814407	0.066080584
0.036630036	0.074945052
0.0879121	0.090256416
0.14163615	0.104761908
0.10744809	0.12007326
0.12942614	0.13457875
0.021978016	0.1232967
0.15628814	0.16278388
0.009768027	0.1458608
0.18070818	0.18615384
0.15140412	0.199047616
0.15873015	0.21113552
0.0390720184	0.20630036
0.17094016	0.23772894
0.046398064	0.219194132
0.19047616	0.2586813
0.12454215	0.25626372
0.15140416	0.2796337
0.13675216	0.2860806
0.04639815	0.2860806
0.04395599	0.29897434
-0.012210011	0.29091572
0.08791216	0.32798536
0.009768027	0.31992674
0.11477407	0.34410256
0.041514184	0.35699636
0.063492132	0.37311356
-0.026861916	0.36505496
0.041514	0.3715018
0.06349195	0.40615384
0.190476208	0.438388268
0.07570214	0.42952384
0.15628825	0.45128204
0.08058611	0.46498168
0.1391941	0.479487168
0.046398064	0.479487168
0.061050056	0.48835164
0.12698418	0.51897436
0.031745974	0.5133333
0.0024419842	0.503663
0.17094016	0.56007324
0.15628807	0.567326
-0.007325953	0.5528205
0.14896212	0.57860804
0.12942606	0.6060073
0.053724012	0.5769963
0.041513912	0.59472524
0.14163618	0.6229304
0.024420022	0.6326007
0.12942606	0.66322344
0.10989019	0.6688645
0.029304172	0.66967032
0.11233218	0.68336992
0.14896194	0.7107692
0.056165996	0.70432232
0.08546999	0.7131868
0.04395608	0.7228571
0.11233218	0.7607326
-0.0048839684	0.74703292
-0.034187956	0.7575092
0.122100116	0.79054948
-0.01709389	0.7736264
0.16849818	0.83326008
0.122100116	0.8477655
0.13431022	0.85663
0.061049964	0.8526007
0.22222218	0.8816117
0.053724012	0.86468868
0.12942626	0.8945055
0.014652086	0.8896703
0.13919419	0.9235165
0.02930399	0.89692308
0.13431004	0.95655672
0.007325953	0.928351632
0.046398064	0.9420513
0.08302819	0.9686447
0.122100116	0.9912088
-0.0024419842	0.9823443
0.10744803	1.0145787
0.09279576	1.0226372
0.08791216	1.0403663
-0.007325953	1.0161904
0.026861826	1.0443956
0.041513732	1.0468131
0.10012244	1.077436
0.14652014	1.1096704
0.114773976	1.0967765
0.041514096	1.0919414
0.024420204	1.1096704
0.06349231	1.1217582
